"year","emissions","municipality","surface","compactness","demand","gas_consume","electricity_consume","diesel_consume","eco_consume","co2","energy"
"1969","86.5","LLIÇA D'AMUNT","78","0.89","230.71","337.35","1.59","0","410.2","G","G"
"2007","38.74","Parets del Vallès","113.41","1.64","121.19","150.4","0","0","183.94","E","E"
"1975","71.86","Vilanova i la Geltrú","134","2.25","190.9","0","104.56","0","381.52","F","G"
"1986","85.2","Vilassar de Dalt","270","0.74","267.53","329.39","0","0","404.91","G","G"
"1962","81.36","ARTES","56","1.11","162.06","0","0","259.64","309.71","G","F"
"1964","54.61","Vilafranca del Penedés","94.9","1.53","145.58","213.75","0","0","258.76","E","E"
"2004","51.84","VALLIRANA","145","1.01","133.74","198.37","0","0","246.96","E","E"
"1996","42.99","Castellar Vallés","122.8","1.83","131.7","170.58","0","0","203","E","E"
"2005","57.53","Dosrius","105.16","0.66","178.88","226.55","1.32","0","272.16","E","E"
"1986","73.6","Sant Antoni de Vilamajor","93.44","0.38","187.1","0","3.15","233.29","281.2","F","F"
"2016","10.46","VALLIRANA","83.64","1.24","61.71","39.04","1.87","0","50.11","B","B"
"1988","83.3","Santa Eulàlia de Ronçana","94.64","0.99","179.6","0","0","265.54","317.31","G","F"
"1975","18.89","Tordera","75.68","4.78","68.94","5","0","0","89.56","C","C"
"1998","49.43","L'Ametlla del Vallès","116","0.8","125.03","0","0","156.81","188.76","E","E"
"1989","25.76","Molins de Rei","136.4","2.69","66.98","99.02","2.43","0","122.57","D","D"
"1974","79.54","ESPARREGUERA","45.97","0.73","285.86","0","130.24","0","427.55","G","G"
"1984","55.22","Sant Cugat del Vallés","109","1.65","171.91","212.1","5.36","0","262.87","E","E"
"2003","67.27","Castellcir","127.5","1.2","170.53","0","0","214.04","256.48","F","E"
"2003","61.09","Tordera","80.75","1.34","160.91","241.33","0","0","288.78","E","F"
"2006","52.72","Sant Pere de Ribes","152.8","1.42","162.31","208.16","0.81","0","249.29","E","E"
"1900","56.89","Martorelles","243.43","1.07","180.54","220.75","0","0","270.13","E","E"
"1886","28.92","Badalona","206.56","2.66","87.33","68.17","35.48","0","150.45","D","D"
"1981","161.75","CABRERA D'ANOIA","87.58","0.74","224.16","0","0","520.1","613.2","G","G"
"1994","82.4","Abrera","96.45","0.7","275.1","320.72","0","0","390.98","G","G"
"1928","38.21","Barcelona ","42.74","1.07","133.06","149.59","1.54","0","181.02","E","E"
"1936","78.54","Barcelona ","34","1","271.17","190.17","92.5","0","407.04","G","G"
"1990","40.27","LLINARS DEL VALLES","170","1.79","89.07","0","1.59","0","191.01","E","E"
"1953","65.62","BAGÀ","74","1.02","230.56","0","56.8","0","333.47","F","G"
"1969","49.03","Parets del Vallès","222.5","1.02","127.39","0","5.79","151.47","189.91","E","E"
"1955","72.59","Vilanova i la Geltrú","51.25","1.1","258.08","248.54","4.12","0","344.47","F","G"
"1992","50.54","Barcelona ","85.15","1.2","157.06","197.56","2.27","0","239.53","E","E"
"1997","75.75","Castellar del Valles","120","1.57","204","287.11","10.27","0","361.72","G","G"
"1980","61.88","sant salvador de guardiola","86.27","0.8","176.84","0","40.91","92.95","281.26","E","F"
"2008","63.81","Vacarisses","180.31","0.99","230.73","217.97","26.82","0","311.8","E","E"
"1978","75.28","Santa Maria de Palautordera","219.9","1.33","138.33","0","0.6","241.41","285.8","F","F"
"1933","52.67","CALDES DE MONTBUI","127","1.58","131.94","0","0","168.25","200.37","E","E"
"1955","50.32","Granollers","59.2","1.09","172.29","0","0","0","239.39","E","E"
"1979","57.79","Vilanova i la Geltrú","43.32","0.71","231.83","0","147.6","0","330.67","E","G"
"2007","24.77","CASTELLBELL I EL VILAR","69.83","1.96","96.63","0","74.83","0","146.22","D","D"
"1977","13.05","NAVARCLES","72","6.67","41.27","50.05","1.31","0","62.13","B","B"
"1972","60.4","Figaró-Montmany","38","0.95","239.09","0","149.9","0","344.31","E","G"
"1994","48.03","Cubelles","117.44","1.01","193.44","182.14","0.57","0","226.03","E","E"
"1989","47.1","ESPLUGUES DE LLOBREGAT","165","2.24","119.39","174.99","9.07","0","225.96","E","E"
"2006","56.28","Palau Solità i Plegamans","120.24","0.88","205.03","210.2","9.98","0","269.65","E","E"
"2009","41.3","CERVELLO","239.78","1.39","129.07","160.53","0","0","196.05","E","E"
"1998","66.79","Terrasa","114.92","0.91","242.51","0","15.46","0","322.37","E","E"
"1995","25.05","Corbera de Llobregat","67.49","0.97","107.61","0","42.75","0","135.08","D","D"
"1966","88.03","Terrasa","136","1.02","320.5","300.11","37.46","0","430.33","F","F"
"1992","129.43","Lliçà d'Amunt","74.31","0.78","283.45","0","0","412.72","492.96","G","G"
"1961","89.33","Teia","166.58","1.01","230.92","0","7.78","278.97","344.1","G","G"
"1970","55.44","Sant Vicenç dels Horts","46.26","1.03","199.05","32.4","0","0","262.51","E","E"
"1993","31.18","CARDEDEU","143.25","0.91","234.46","0","94.2","0","184.07","D","E"
"1984","48.85","palau-Solità i Plegamans","142.22","1.42","154.06","187.97","4.47","0","232.43","E","E"
"1994","51.87","Sant Pere de Vilamajor","49.02","0.72","159.05","175.51","23.08","0","253.96","E","E"
"1995","77.65","Torrelles de Foix","136.87","0.95","205.23","264.85","0","0","368.01","G","G"
"1982","46.7","Malgrat de Mar","97.1","1.53","145.09","182.64","0","0","221.34","E","E"
"1985","43.54","La Palma de Cervello","102","1.23","112.9","17.07","2.05","123.96","170.49","E","E"
"2007","43.1","Sant Fost de Campsentelles","157.69","1.75","146.91","106.53","49.1","0","222.72","E","E"
"1986","40.87","Cerdanyola del Valles","101.7","1.83","138.93","160.08","0","0","193.6","E","E"
"1998","38.04","Sant Andreu de Llavaneres","159.36","1.88","100.21","150.3","0.51","0","179.85","E","E"
"1964","44.28","Sant Cugat del Vallés","65.41","0.77","147.81","172.4","0","0","210.11","E","E"
"1999","32.83","Mataró","158.69","2.37","125.67","51.97","59.62","0","178.34","D","E"
"1998","109.9","Vallirana","115.56","1.08","235.88","0","0","351.18","418.05","G","G"
"1922","72.51","Terrasa","62.28","1.1","185.53","278.22","7.26","0","345.26","E","E"
"2000","40.41","ORIS","196","1.34","125.68","0","0","0","192.2","E","E"
"2003","83.22","CANOVES I SAMALUS","129.41","0.78","217.46","0","2.47","247.21","316.21","G","F"
"2007","33.55","CABRILS","199","1.04","105.8","127.26","4.48","0","160.2","D","E"
"1968","50.88","Barcelona ","313.77","1.83","159.47","197.09","0","0","241.69","E","E"
"1803","30.52","Sant Boi de Lluçanès","198","1.49","87.06","25.22","3.56","73.9","124.1","D","D"
"1982","130.35","CASTELLBISBAL","213.02","1.02","280.49","0","0","415.99","496.25","G","G"
"2003","47.74","CUBELLES","111.75","1.59","149.23","185.48","0","0","226.62","E","E"
"1969","66.81","ARGENTONA","61.2","1","208.45","260.07","0","0","316.99","F","F"
"1880","107.28","Vic","73.45","0.99","264.83","425.7","0","0","506.62","G","G"
"1979","13.52","sant vicenç del castellet","185","9.64","44.21","49.97","2.82","0","64.96","B","C"
"1900","69.61","Arenys de Munt","165.6","1.32","251.31","0","0","0","332.26","F","G"
"2001","26.58","Gavá","180","2.43","130.53","19.45","65.5","0","151.13","D","D"
"2008","59.05","L'AMETLLA DEL VALLÈS","121","1.36","156.07","0","2.16","187.59","225.38","E","E"
"2008","58.16","L'AMETLLA DEL VALLÈS","121","1.36","153.94","0","2.34","184.51","222.11","E","E"
"1930","84.94","Ripollet","141.6","6.08","196.16","0","68.73","196.93","372.08","G","G"
"1971","149.88","Terrasa","100","0.44","370.72","591.27","0","0","708.8","G","G"
"1997","34.62","Castellet i la Gornal","100","1.39","118.72","110.71","1.13","0","163.94","D","E"
"2005","88.74","Rubí","126.6","0.92","228.85","333.54","8.98","0","424.58","G","G"
"1900","33.34","Castellet i La Gornal","312.15","1.36","125.35","0","73.76","0","161","D","E"
"1930","69.43","Badalona","102.49","1.42","172.47","273.08","0","0","328.59","F","G"
"2006","41.2","Barcelona ","182.55","1.19","150.12","160.82","2.03","0","195.35","E","E"
"1983","68.51","Piera","69.63","0.73","243.15","0","0","0","324.69","F","G"
"1979","59.33","Begues","102.51","0.85","163.07","0","0","179.64","219.73","E","E"
"1984","10.31","CANOVELLES","119","12.55","33.62","38.23","2.05","0","49.5","B","B"
"2000","70.32","La Llacuna","94","1.17","188.05","0","0.55","225.51","266.96","F","E"
"1994","106.2","CARDEDEU","131.62","1.15","217.58","0","2.61","338.7","404.42","G","G"
"2004","13.72","Cabrera de Mar","75.8","0.96","188.07","0","33.32","0","72.59","B","C"
"2002","54.05","Begues","128","1.5","138.1","208.33","4.68","0","257.05","E","E"
"1987","48.67","Vilanova i la Geltrú","109.42","0.95","122.77","187.66","2.47","0","231.46","E","E"
"1923","59.26","Olesa de Montserrat","83.5","1.29","148.16","232.05","0","0","280.78","E","F"
"1978","73.09","La Roca del Vallès","146.95","0.96","228.23","0","4.17","169.11","297.93","F","F"
"1980","57.85","PREMIA DE DALT","93","1.2","193.87","222.44","5.42","0","275.3","E","F"
"1974","61.33","Alella","76.14","0.76","216.07","240.25","2.38","0","290.54","E","F"
"1997","77.77","PIERA","70.63","0.82","293.74","0","78.72","164.27","351.2","E","E"
"1941","79.27","Terrasa","75.21","0.89","285.19","265.76","37.17","0","388.89","F","F"
"1982","92","TORDERA","86.62","0.79","222.47","0","0","289.87","352.66","G","G"
"2004","31.71","VILASSAR DE DALT","102","2.56","118.99","0","95.79","0","187.17","D","E"
"1983","53.79","BERGA","180","2.22","131.91","213.43","0","0","253.99","E","E"
"1992","44.14","Barcelona ","211","4.9","131.77","164.21","8.32","0","211.68","E","E"
"1978","66.34","L'AMETLLA DEL VALLES","252","1.48","206.78","0","50.19","159.9","286.6","F","F"
"1990","56.38","Gavá","113.46","0.96","175.24","0","0","179.26","215.04","E","E"
"1997","49.73","Granollers","73.29","1.81","157.83","196.07","0","0","235.23","E","E"
"1862","43.14","VILASSAR DE MAR","253.39","1.97","153.61","165.35","4.45","0","205.47","E","E"
"1988","46.26","Mollet del Vallés","116","1.72","141.73","183.54","0.03","0","218.46","E","E"
"2006","59.31","SANT FOST DE CAMPSENTELLES","125","0.85","168.73","0","1.46","189.15","225.86","E","E"
"1926","51.03","Barcelona ","141","1.77","184.93","184.41","3.49","0","242.38","E","E"
"1999","36.59","Barcelona ","62","4.84","110.55","0","110.55","0","216.01","E","E"
"1993","36.82","VACARISSES","188.6","1.17","99.2","0","0","116.62","140.76","E","D"
"2008","25.28","Gualba","168.31","1.33","110.42","0","76.37","0","149.23","D","D"
"1989","60.03","Canyelles","59.36","0.7","275.47","27.62","105.65","0","317.82","E","F"
"1930","44.23","Mataró","123.04","1.61","156.04","0","29.73","0","220.85","E","E"
"2005","71.02","FOGARS DE LA SELVA","169","1.09","184.16","0","4.77","223.28","272.58","F","F"
"2006","61.93","Dosrius","81.04","0.99","158.36","0","3.93","194.95","237.53","E","E"
"1991","24.39","MARTORELL","121.5","2.38","94.59","95.86","0.7","0","115.45","D","D"
"1960","40.3","Sant Boi de Llobregat","127.94","1.57","145.91","0","17.05","0","198.14","E","E"
"1980","102.71","Terrasa","65","0.76","366.19","0","51.13","0","505.92","F","G"
"1961","83.67","St. Joan de Vilatorrada","64.9","0.75","211.19","325.37","5.05","0","397.07","G","G"
"1809","51.97","Viladecans","124.61","1.77","161.73","202.87","2.56","0","246.41","E","E"
"1995","80.44","SITGES","121.33","1.22","257.14","90.75","173.94","0","447.87","G","G"
"1970","117.17","Santa Eulàlia de Ronçana","88","0.74","302.33","0","44.21","329.72","475.12","G","G"
"1965","80.83","Sant Vicenç dels Horts","57","0.68","332.21","0","212.42","0","464.82","G","G"
"1957","55.39","L´Hospitalet de Llobregat","43","1.62","179.05","82.1","0","0","262.36","E","E"
"1973","77.23","Rubí","67.31","0.67","266.26","217.82","67.48","0","391.07","G","G"
"2009","29.98","VALLIRANA","57.72","1.07","106.31","71.64","6.03","0","143.98","D","D"
"1994","116.71","Bigues i Riells","138.5","0.63","266.01","0","7.03","367.8","447.38","G","G"
"2004","86.86","Sant Miquel d'Olèrdola","120","1.25","265.55","0","262.43","0","512.79","F","G"
"1969","103.44","Cervelló","58.6","0.81","272.2","0","30.74","222.26","439.4","G","G"
"1967","63.19","Sant Vicenç dels Horts","42.05","0.66","227.15","0","0","0","299.43","F","F"
"2002","62.06","Gelida","60.5","0.72","222.46","0","0","0","293.67","E","F"
"2000","56.13","Lliça de Vall","185.3","1.48","175.62","217.83","0","0","266.5","E","E"
"1981","75.29","Palau-Solità i Plegamans","127.88","1.03","190.97","0","0","238.41","287.84","F","F"
"1985","63.71","Vallromanes","90","0.81","208.94","214.52","29.17","0","312.27","F","F"
"1971","65.35","Sentmenat","99.85","1.22","175.17","254.69","0","0","309.99","F","F"
"1944","65.14","Sant Cugat del Vallés","60","0.73","249.32","0","5.08","204.05","250.51","F","E"
"1900","28.83","Cardedeu","260.85","2.3","90.65","111.31","2.36","0","137.07","D","D"
"1969","63.58","Lliça d'Amunt","65","1.33","233.84","0","0","0","303.57","F","F"
"1901","48.84","Barcelona ","107","1.03","181.16","8.84","0","0","233.36","E","E"
"2006","39.91","Sitges","110","1.41","123.15","155.11","2.47","0","189.41","E","E"
"2005","68.37","Rubí","133.22","0.87","219.9","262.28","6.87","0","325.55","F","G"
"1900","42.77","Castellar del Vallès","136.15","1.39","114.39","166.96","2.1","0","202.78","E","E"
"1963","85.7","Terrasa","108.68","1.05","227.85","336.12","0","0","405.86","F","F"
"1999","50.21","Sant Cugat del Vallés","268","1.53","165.53","175.59","18.02","0","244.17","E","E"
"1900","75.26","Castell de l'areny","60.35","0.84","307.15","0","0","0","348.32","F","F"
"2000","63.22","Calella","94","1.72","146.14","247.08","2.9","0","299.69","F","F"
"1971","113.81","PIERA","53.03","0.7","304.4","0","0","352.99","429.83","G","G"
"1954","87.16","Sant Cugat del Vallés","85","1.14","232.01","0","9.19","270.49","336.86","G","G"
"1967","123.54","Piera","138","0.84","325.96","0","48.16","343.15","503.9","G","G"
"1910","29.39","Caldes de Montbui","105.01","1.64","137.61","0","85.05","0","173.49","D","E"
"2004","40.41","Abrera","79.74","1.41","143.6","121.49","29.59","0","202.4","E","E"
"2003","36.59","VIDRERES","156.25","1.75","111.2","0","109.88","0","216","E","E"
"1900","48.63","Terrasa","110","1.82","149.53","0","144.33","0","287.1","E","E"
"1984","56.05","St Quirze del Vallés","112","1","200.25","216.71","4.35","0","266.37","E","E"
"1971","196.14","PIERA","65.75","0.76","275.07","0","0","629.32","744.48","G","G"
"2010","32.46","VILADECAVALLS","160","1.61","96.81","0","8.03","93.36","130.32","D","D"
"1963","68.87","SANT FOST DE CAMPSENTELLES","55","0.78","247.74","205.5","51.61","0","345.39","F","G"
"1988","23.94","Cabrera de Mar","152","2.41","80.7","92.08","0","0","113.93","D","D"
"1975","191.9","Esparreguera","42.33","0.79","455.69","0","103.12","507.29","799.58","G","G"
"2003","80.59","Terrasa","117","1.16","250.13","315.51","0","0","381.87","F","F"
"1989","31.44","Gavá","120.79","2.42","105.91","122.74","0.27","0","149.05","D","D"
"1979","142.44","Masquefa","45","0.72","295.94","0","3.2","405.34","556.6","G","G"
"1980","66.8","EL BRUC","134","2.57","146.25","0","3.46","211.09","255.64","F","E"
"2006","36.47","SANT JORDI DE CERCS","128.17","1.06","231.94","0","0","0","171.29","E","E"
"1999","52.12","Viladecavalls","188","1.19","161.21","0","2.7","164.71","199.46","E","E"
"2002","62.24","Olesa de Montserrat","38.05","0.7","222.49","0","0","0","294.39","E","F"
"1974","55.08","Pineda de Mar","96","0.71","231.53","0","149.46","0","318.56","E","F"
"1974","72.14","Suria","101.96","2.49","145.97","0","0","229.89","274.85","F","F"
"1984","35.03","Torelló","96","3.76","92.81","137.8","0.93","0","165.8","D","D"
"1993","41","Matadepera","257.06","1.16","111.65","0","0","129.45","156.98","E","E"
"1977","86.02","VALLIRANA","45.14","0.53","309.64","0","48.33","0","427.89","G","G"
"2005","29.87","Terrasa","147","3.36","91.52","118.53","0","0","141.07","D","D"
"1965","83.43","La Roca del Vallès","25.8","0.66","302.63","0","31.71","0","408.68","G","G"
"1999","94.35","Vacarisses","167.76","1.35","237.34","0","2.66","300.55","359.54","G","G"
"1936","46.37","Sant Cugat del Vallés","322","1.56","164.72","21.93","0","0","219.97","E","E"
"2000","14.94","Copons","127","1.19","178.38","0","35.32","0","81","C","C"
"1994","44.41","Castelldefels","125.4","1.45","139.11","172.16","0","0","210.93","E","E"
"1950","56.04","Terrasa","102.63","1.21","203.71","218.82","2.71","0","265.68","E","E"
"1996","55.24","Castellgali","120.33","1.04","143.84","0","30.32","145.36","230.63","E","E"
"2002","72.86","CANET DE MAR","124.54","0.77","228.01","282.7","0","0","345.95","F","G"
"2006","65.6","Palau Solità i Plegamans","128.9","0.73","238.42","249.27","8.41","0","313.07","F","F"
"1975","56.72","Esparreguera","78","1.01","200.07","144.07","61.67","0","291.95","E","F"
"2016","35.02","STA M DE PALAUTORDERA","116.69","0.83","122.21","128.69","7.83","0","168.44","E","E"
"1999","60.65","Dosrius","35.76","0.65","182.63","18.04","167.29","0","352.69","E","G"
"1960","42.46","Abrera","95","1.02","128.27","0","2.81","117.2","167.95","E","E"
"1991","52.85","Santa Perpètua de Mogoda","122.3","1.27","163.8","207.21","1.92","0","250.33","E","E"
"1900","43.75","Mollet del Vallés","143.72","1.74","112.91","149.2","16.49","0","213.89","E","E"
"1990","39.1","VILASSAR DE MAR","165.81","1.29","114.12","152.51","0","0","185.41","E","E"
"1988","74.54","Cabrils","290.34","0.74","204.29","288.27","5.72","0","354.21","F","G"
"2005","83.16","Castellet i la Gornal","74","0.76","208.57","0","0","265.48","316.54","G","F"
"1978","43.78","Sant Cebrià de Vallalta","78","1.04","161.1","0","0","133.21","170.96","E","E"
"2002","36.71","Barcelona ","124","1.74","121.1","143.71","0","0","173.91","E","E"
"1930","49.82","Badalona","92.93","1.23","155.39","0","145.67","0","294.13","E","F"
"1982","28.57","Sant Cebrià de Vallalta","89","1.25","137.12","26.43","0","0","136.28","D","D"
"1999","51.45","Sant Cugat del Vallés","155","1.17","159.53","201.61","1.94","0","243.72","E","E"
"1966","30.9","Caldes de Montbui","114","2.14","81.73","121.66","0","0","146.17","D","D"
"1929","29.35","Sant Cugat del Vallés","84","1.85","107.92","109.44","5.35","0","140.7","D","D"
"1993","22.75","Sant Vicenç dels Horts","73.15","1.44","65.89","0","3.94","59.07","91.87","D","C"
"1978","119.99","COLLBATÓ","102.39","0.78","244.28","0","3.64","323.17","474.57","G","G"
"1939","63.63","ST MARIA DE MERLES","172","1.54","131.14","0","0","204.59","241.21","E","E"
